plotWnum,plotSpec
44302,45.618553857719
44302.102,53.8117797730495
44302.199,54.2772363851832
44302.301,50.6432108238647
44302.398,50.4098011575679
44302.5,47.4978327590261
44302.602,51.6412719840772
44302.699,52.059744550183
44302.801,53.6843252689408
44302.898,62.3343456820977
44303,58.2662572665479
44303.102,56.3649297306338
44303.199,60.1354066242358
44303.301,61.2986711172855
44303.398,65.8774145551831
44303.5,66.0578923572256
44303.602,67.9544524604705
44303.699,66.1486219823442
44303.801,68.442992175206
44303.898,72.6444889811194
44304,70.49414677822
44304.102,65.7662552731333
44304.199,74.0683101637989
44304.301,71.4641012121591
44304.398,76.4588398445491
44304.5,76.604697061408
44304.602,77.5160807538423
44304.699,86.2220227066496
44304.801,82.0676760507898
44304.898,85.176766371832
44305,87.126216445183
44305.102,82.9500702374658
44305.199,94.4900465756196
44305.301,90.9459091118341
44305.398,96.0283760786662
44305.5,95.3740686062855
44305.602,99.9847521524652
44305.699,93.8935074784389
44305.801,91.1755394365075
44305.898,96.7271889467593
44306,97.0245059663354
44306.102,95.4270838410089
44306.199,104.968509779705
44306.301,104.509519336167
44306.398,104.239815195807
44306.5,94.08145550397
44306.602,94.326154977406
44306.699,106.87756634544
44306.801,100.908746850002
44306.898,102.30195485903
44307,98.5735823956129
44307.102,92.8554580055978
44307.199,98.8477558192114
44307.301,97.5904894380216
44307.398,108.555966064746
44307.5,93.2866736024155
44307.602,95.8406873791028
44307.699,93.1898589320387
44307.801,104.196486924252
44307.898,98.8991723920764
44308,91.1034865457578
44308.102,96.7148530953288
44308.199,90.1864124615325
44308.301,93.6404789114636
44308.398,106.357846904093
44308.5,95.6557203237882
44308.602,89.9687471861181
44308.699,94.862045673556
44308.801,91.2061400983623
44308.898,89.7376673411728
44309,90.0052229079001
44309.102,93.995670992599
44309.199,96.5284849808005
44309.301,93.2800347470051
44309.398,88.6275417975664
44309.5,90.793241246081
44309.602,100.741726153031
44309.699,91.5403287711446
44309.801,92.5480833774905
44309.898,99.4133748994072
44310,89.7136552227828
44310.102,97.881403658378
44310.199,93.7698520164102
44310.301,92.9751995096659
44310.398,99.8045278600916
44310.5,96.8971738455062
44310.602,97.8700326491588
44310.699,98.0822682401777
44310.801,97.7595617696268
44310.898,93.6911622990245
44311,92.5269367684816
44311.102,98.9603776938097
44311.199,94.6896898153164
44311.301,103.031895750969
44311.398,95.0945760260583
44311.5,97.2893655261157
44311.602,102.548370184755
44311.699,94.5054573464348
44311.801,95.3296519576244
44311.898,92.4078045046642
44312,98.1149416241236
44312.102,92.1023175622211
44312.199,94.4670719284277
44312.301,87.2807078332896
44312.398,81.0897261669149
44312.5,85.7215699748867
44312.602,88.9287320647506
44312.699,85.6439313093535
44312.801,80.1978224077863
44312.898,79.4326898678973
44313,74.1368492580046
44313.102,78.7697973814048
44313.199,71.3181000833056
44313.301,74.1178832767085
44313.398,66.9126022488647
44313.5,70.1187969173494
44313.602,74.4482702282903
44313.699,67.5074673437372
44313.801,67.3516157086378
44313.898,63.5904013097862
44314,58.7073791221636
44314.102,67.5805263130711
44314.199,67.5229231554202
44314.301,62.3279517978709
44314.398,61.8343394687629
44314.5,61.0758807238014
44314.602,53.9668339352805
44314.699,59.5351984481663
44314.801,61.6027510098277
44314.898,53.9098299179234
44315,62.9054618181288
44315.102,55.3960787799365
44315.199,58.5651219582721
44315.301,55.9283305628116
44315.398,58.4045178275054
44315.5,63.9371170271142
44315.602,57.3701465268153
44315.699,63.2465937039133
44315.801,61.6933747730556
44315.898,64.2255687686502
44316,62.8492573950268
44316.102,70.3370473641288
44316.199,72.7340213906771
44316.301,68.4332724450313
44316.398,62.0731153321528
44316.5,71.2580379911853
44316.602,77.8669639529476
44316.699,74.6713704857848
44316.801,74.2464273824199
44316.898,76.7861575184514
44317,67.1453229043006
44317.102,79.4143611845336
44317.199,79.8702317683179
44317.301,81.5251316574109
44317.398,83.9930365822965
44317.5,79.9991457683657
44317.602,80.1855882931646
44317.699,89.3608258021383
44317.801,84.9848848579064
44317.898,86.1660415335616
44318,90.9814161941876
44318.102,86.9909343041001
44318.199,90.7167469337501
44318.301,88.497501558654
44318.398,85.8176671702232
44318.5,85.7829488420416
44318.602,81.4678028604279
44318.699,86.6611646966308
44318.801,86.9830603814971
44318.898,84.5249713175177
44319,81.9509682419802
44319.102,76.4207385541397
44319.199,71.3797495886667
44319.301,74.3833070692469
44319.398,79.8229016225193
44319.5,76.0334216595641
44319.602,70.6289593484401
44319.699,67.3195082007507
44319.801,65.790030303532
44319.898,65.2421216516498
44320,66.686578673306
44320.102,65.1822680465685
44320.199,62.7063843745704
44320.301,60.7874632538907
44320.398,64.1358680177374
44320.5,64.652923583351
44320.602,62.6836618405321
44320.699,55.916156496575
44320.801,56.4825858437436
44320.898,64.3346916491419
44321,61.3264991200306
44321.102,58.5226353678214
44321.199,72.3426997900047
44321.301,67.6500903089961
44321.398,66.2583719561088
44321.5,64.3085855413434
44321.602,64.4614990218857
44321.699,73.7902320481044
44321.801,62.8890599413114
44321.898,70.5412016741229
44322,70.2834065962978
44322.102,71.5909320614849
44322.199,69.8755674507536
44322.301,78.2106197201473
44322.398,76.4535635748936
44322.5,67.3424361560702
44322.602,75.4446580786674
44322.699,77.3613716874624
44322.801,75.3144277729094
44322.898,77.4811886663858
44323,82.5047477684529
44323.102,78.948180299765
44323.199,85.1547672389518
44323.301,75.5074691538332
44323.398,77.5345182283412
44323.5,78.5230663648418
44323.602,81.5018413443229
44323.699,81.31259850185
44323.801,83.3085340436379
44323.898,81.9072413302406
44324,80.649215715784
44324.102,81.8723970135809
44324.199,84.079910136684
44324.301,81.7220633410046
44324.398,71.9370248243107
44324.5,74.4958086584477
44324.602,70.0611737155433
44324.699,84.4561603835312
44324.801,75.5046944262532
44324.898,76.1511133665643
44325,69.2657475645609
44325.102,72.849982933549
44325.199,79.2550011885459
44325.301,71.1932153395411
44325.398,81.9417335749195
44325.5,69.2944681775645
44325.602,70.1399719877301
44325.699,76.5319795064218
44325.801,68.9568668148029
44325.898,65.2870892483169
44326,76.81198675651
44326.102,70.320756411473
44326.199,73.1107025501028
44326.301,73.338001976765
44326.398,80.1962388983416
44326.5,76.249470215561
44326.602,76.1838049141722
44326.699,77.0263689620842
44326.801,68.8170664577394
44326.898,74.8684029214218
44327,78.0639860571136
44327.102,77.0017420992098
44327.199,76.4450573485236
44327.301,80.4252378850444
44327.398,71.0426808958151
44327.5,73.6082732870642
44327.602,81.7753105795406
44327.699,76.7618563682587
44327.801,82.2476386041473
44327.898,83.6742970842626
44328,85.3002511652611
44328.102,88.7025065112003
44328.199,88.8131300991967
44328.301,92.5552642793011
44328.398,89.6577475320632
44328.5,95.2847576669278
44328.602,94.9716408010374
44328.699,93.3125530497562
44328.801,100.609978485847
44328.898,93.3206168188272
44329,96.1935361755611
44329.102,95.2780747880856
44329.199,100.441544786583
44329.301,90.8593153054907
44329.398,92.9122737313423
44329.5,95.7161822566876
44329.602,96.9501450638097
44329.699,97.2563179016997
44329.801,96.5939190347223
44329.898,95.6753952840516
44330,93.5228155862559
44330.102,93.5425464419288
44330.199,103.116856905164
44330.301,92.1997162458757
44330.398,101.532658687672
44330.5,100.515117105036
44330.602,101.772661686072
44330.699,95.3642417108017
44330.801,99.8015507563046
44330.898,98.1045757409543
44331,100.244013643213
44331.102,93.5282029948494
44331.199,101.754671825719
44331.301,97.2014169628276
44331.398,92.2320274993368
44331.5,89.9071340759934
44331.602,84.3552062362107
44331.699,88.6075462503785
44331.801,86.5190794903046
44331.898,85.9256238312349
44332,80.7366558944108
44332.102,82.5244950416669
44332.199,74.9922408351111
44332.301,69.6272890725647
44332.398,70.1780713738544
44332.5,78.2992223622687
44332.602,73.6227162025476
44332.699,64.9766609539513
44332.801,67.5492224702109
44332.898,68.6071013158606
44333,65.1323396352307
44333.102,71.246763291445
44333.199,64.0337820026254
44333.301,62.0995348963396
44333.398,60.3901217509627
44333.5,60.1167191203739
44333.602,60.7145247379489
44333.699,52.7108416710246
44333.801,63.4670018637355
44333.898,59.0818494714735
44334,65.7602111606105
44334.102,63.5431612799262
44334.199,54.4824906983293
44334.301,61.0666949896314
44334.398,54.7421537436823
44334.5,54.9262540324441
44334.602,57.6663604399079
44334.699,53.5553971327982
44334.801,55.0257975170779
44334.898,60.2416738744111
44335,54.9153069851907
44335.102,54.0557497120131
44335.199,65.9097870140341
44335.301,64.6675207821321
44335.398,65.2037791375199
44335.5,62.976056589227
44335.602,60.7041548579183
44335.699,66.0402317929683
44335.801,67.2368862988874
44335.898,58.5544401050308
44336,68.0628070827274
44336.102,53.3330593002657
44336.199,53.0895467183907
44336.301,56.3649417088963
44336.398,55.9265446951809
44336.5,59.1816379457649
44336.602,59.1476826663977
44336.699,52.7993426329393
44336.801,58.3215804709885
44336.898,56.4736725370748
44337,47.2544135942044
44337.102,54.250487610478
44337.199,55.3234769809482
44337.301,46.397891516578
44337.398,47.4429575857956
44337.5,52.7103336620594
44337.602,56.6625733521953
44337.699,46.2428286104857
44337.801,45.7802173727233
44337.898,48.614361382445
44338,45.1574311133397
44338.102,42.4837001680941
44338.199,40.71969160464
44338.301,38.9339047639162
44338.398,52.4718814989566
44338.5,46.7644047362955
44338.602,46.4078024331988
44338.699,46.5838414901939
44338.801,42.3706483130657
44338.898,47.7432968869263
44339,50.5972304023293
44339.102,40.0830762886301
44339.199,48.2216197700723
44339.301,47.9907795008299
44339.398,49.0956826743835
44339.5,48.5631558154175
44339.602,50.8799272694735
44339.699,45.855413320811
44339.801,52.9288430547482
44339.898,52.6474899732191
44340,51.506008497497
44340.102,55.8172402623411
44340.199,52.8894298059334
44340.301,54.2359787957948
44340.398,58.9433664836355
44340.5,56.7093515713827
44340.602,53.6206788446048
44340.699,54.6092415027669
44340.801,59.0262939933728
44340.898,70.5108253843316
44341,73.4528323950892
44341.102,65.6087863495784
44341.199,61.1259315122319
44341.301,68.4827131974709
44341.398,72.4279260017897
44341.5,81.0883060509946
44341.602,79.2327396022637
44341.699,72.4256020350389
44341.801,70.8717561201007
44341.898,75.1282963518394
44342,74.3244074870845
44342.102,85.5902103384159
44342.199,80.577957538809
44342.301,83.4456515628316
44342.398,82.6814848094556
44342.5,90.6960551169494
44342.602,86.7355614722346
44342.699,95.2420927874771
44342.801,90.8397401715031
44342.898,97.9730447922593
44343,97.3178948571683
44343.102,104.305631288243
44343.199,100.795112127299
44343.301,102.968235951781
44343.398,103.871935301471
44343.5,109.196166167767
44343.602,109.566231935458
44343.699,110.927110424571
44343.801,118.136424862016
44343.898,120.74461088254
44344,115.423814443928
44344.102,125.02657081213
44344.199,121.527097539446
44344.301,125.370885843526
44344.398,115.00970057299
44344.5,116.970721990784
44344.602,122.351239651898
44344.699,120.944177737605
44344.801,123.000999346875
44344.898,118.367869134769
44345,117.49417645796
44345.102,113.713117407004
44345.199,111.560551402089
44345.301,114.694567085317
44345.398,111.358011452106
44345.5,108.728049988034
44345.602,108.918181612803
44345.699,102.1651693041
44345.801,99.1165284138802
44345.898,103.535695947553
44346,99.9363636532286
44346.102,89.8865050802161
44346.199,91.750260954556
44346.301,84.7984905671747
44346.398,93.2133617606914
44346.5,90.3919275018808
44346.602,87.2832931629803
44346.699,86.8292958382235
44346.801,80.6696494405238
44346.898,79.8516658325512
44347,80.3800772296146
44347.102,82.9395814361572
44347.199,79.6859292879091
44347.301,76.1705223840751
44347.398,79.6809416740476
44347.5,74.1482161614819
44347.602,71.1558130060652
44347.699,76.1922367399437
44347.801,73.1993230670283
44347.898,67.1319135707836
44348,66.6143869629501
44348.102,67.5380972915556
44348.199,73.4593126350427
44348.301,71.9259730909643
44348.398,69.4962316177274
44348.5,68.2870670888848
44348.602,69.4313224095044
44348.699,73.6214124740954
44348.801,70.9964312207764
44348.898,65.6742623264827
44349,66.6337791935964
44349.102,68.9457548836376
44349.199,64.8905710030958
44349.301,70.0723911646613
44349.398,66.3867794340812
44349.5,69.7541543311626
44349.602,62.3711468784688
44349.699,60.7666999889787
44349.801,68.9635225979693
