plotSimWnum,fitSpec
44302,101.950582976787
44302.1,93.2998470603398
44302.2,86.233289343578
44302.3,80.4299497684172
44302.4,75.6488353909916
44302.5,71.7087732595487
44302.6,68.4714355909203
44302.7,65.830514679292
44302.8,63.7037925594677
44302.9,62.0278887982759
44303,60.9715725992249
44303.1,60.1223294071687
44303.2,59.5842655116975
44303.3,59.350714653469
44303.4,59.4208247566826
44303.5,59.7945351471087
44303.6,60.4758412135354
44303.7,62.0526901373899
44303.8,63.5315295787623
44303.9,65.3017254024961
44304,67.4291588358719
44304.1,69.9850498291252
44304.2,73.039819116051
44304.3,76.6761788734502
44304.4,80.9995981878165
44304.5,86.1472533564431
44304.6,92.300192247496
44304.7,99.7006411596128
44304.8,108.676903080765
44304.9,119.780127994408
44305,133.462862831264
44305.1,150.67361202186
44305.2,172.658077010985
44305.3,201.120988820669
44305.4,238.247037843297
44305.5,286.423643316188
44305.6,347.282676210001
44305.7,419.744719958033
44305.8,497.532101833902
44305.9,568.138832266463
44306,615.895231657457
44306.1,617.777715292481
44306.2,583.725372048498
44306.3,534.12792136523
44306.4,485.217971556059
44306.5,448.723761915538
44306.6,430.625080652416
44306.7,433.239510571402
44306.8,457.947682832802
44306.9,507.088891540769
44307,584.742384043418
44307.1,696.171936992906
44307.2,845.278601864841
44307.3,1029.16225200195
44307.4,1230.83032720284
44307.5,1415.27042749468
44307.6,1536.65623725623
44307.7,1530.50711673554
44307.8,1403.35829104207
44307.9,1217.03436316431
44308,1016.94098996182
44308.1,836.496267454355
44308.2,691.112424428264
44308.3,582.671766673064
44308.4,506.738853049951
44308.5,457.726166599018
44308.6,431.719074465403
44308.7,425.620272365555
44308.8,438.989277892903
44308.9,471.963904119416
44309,523.681235749331
44309.1,589.547803346373
44309.2,658.847627956839
44309.3,715.219754542225
44309.4,738.264980140225
44309.5,711.348873049443
44309.6,654.192701562329
44309.7,587.166520204903
44309.8,527.057061949401
44309.9,484.539750165751
44310,464.681319786275
44310.1,468.48110167909
44310.2,494.13383253165
44310.3,536.290217738416
44310.4,584.557619176948
44310.5,624.009495242732
44310.6,638.289125856898
44310.7,607.815210070865
44310.8,555.297523254028
44310.9,495.065131866494
44311,440.111191908313
44311.1,398.217312161407
44311.2,372.264184414025
44311.3,362.535455588677
44311.4,368.875276907584
44311.5,391.95501056921
44311.6,433.919041166434
44311.7,497.344500157831
44311.8,584.723266289045
44311.9,694.77958176087
44312,818.179744696205
44312.1,934.808738638151
44312.2,1017.42519432939
44312.3,1029.12151348122
44312.4,966.360795085503
44312.5,868.550441479294
44312.6,764.39684375809
44312.7,676.43575433327
44312.8,616.944425053863
44312.9,590.475826149641
44313,598.319015937597
44313.1,641.372163540641
44313.2,720.124983638166
