plotSimWnum,fitSpec
44302,70.3195016361367
44302.1,66.893942106192
44302.2,64.0204976783468
44302.3,61.6272954925867
44302.4,59.6560297566215
44302.5,58.0599174838155
44302.6,56.8011651540607
44302.7,55.8499544722547
44302.8,55.1834246637295
44302.9,54.7846156532065
44303,54.6418210449379
44303.1,54.7481237763313
44303.2,55.1011516817101
44303.3,55.7857773290565
44303.4,56.6681625311895
44303.5,57.8049411526723
44303.6,59.2172847561265
44303.7,60.9321974597255
44303.8,62.9800115923888
44303.9,65.3973385214323
44304,68.2293586739094
44304.1,71.5316682684062
44304.2,75.3723037438282
44304.3,79.8339734499042
44304.4,85.0163271863302
44304.5,91.0378586838436
44304.6,98.0365099887946
44304.7,106.16739720738
44304.8,115.594440675863
44304.9,126.472059026721
44305,138.910972927888
44305.1,152.923491024183
44305.2,168.349885828386
44305.3,184.774962064321
44305.4,201.481353032989
44305.5,217.488792070853
44305.6,231.712774831289
44305.7,243.404645318424
44305.8,250.738935411951
44305.9,254.893733511122
44306,257.408000075614
44306.1,259.754315451019
44306.2,263.460769621436
44306.3,269.881431687776
44306.4,280.07741534908
44306.5,294.779731588411
44306.6,314.362681261494
44306.7,338.770549159775
44306.8,367.371231273132
44306.9,398.765726486666
44307,430.642513171248
44307.1,459.850219510826
44307.2,482.820658631721
44307.3,496.319217692758
44307.4,495.656906746525
44307.5,481.819278301311
44307.6,459.003639545996
44307.7,430.563702193023
44307.8,400.040077603005
44307.9,370.61773003356
44308,344.250638698295
44308.1,322.263709057722
44308.2,305.370234050882
44308.3,293.55581034805
44308.4,286.681054336942
44308.5,284.284668133314
44308.6,285.655438817628
44308.7,289.787100190047
44308.8,295.380564975405
44308.9,300.939883402602
44309,305.002139661967
44309.1,306.092907915266
44309.2,302.945110938918
44309.3,297.122109705164
44309.4,289.945657097691
44309.5,282.777627755242
44309.6,276.849456080867
44309.7,272.997138793335
44309.8,271.522309760093
44309.9,272.163436829063
44310,274.160964821218
44310.1,276.420254039941
44310.2,277.774337859829
44310.3,277.139745320935
44310.4,273.066701290661
44310.5,267.273847352601
44310.6,260.72354516655
44310.7,254.601740925796
44310.8,250.05759279881
44310.9,248.037968597441
44311,249.228758537874
44311.1,254.062828862153
44311.2,262.736739257161
44311.3,275.191859471664
44311.4,291.042414026733
44311.5,309.468004383267
44311.6,329.128132565415
44311.7,348.18872504321
44311.8,364.54681313236
44311.9,376.294837309464
44312,380.863731364103
44312.1,378.384654392705
44312.2,371.725888756517
44312.3,363.082055953829
44312.4,354.813839732403
44312.5,348.974654492312
44312.6,347.020093118004
44312.7,349.682693410108
44312.8,356.924923918712
44312.9,367.900095376268
44313,380.94538970817
44313.1,393.748796209377
44313.2,403.430355055414
44313.3,407.187319839051
44313.4,401.831574318753
44313.5,386.216794683812
44313.6,363.733728462368
44313.7,336.650513966842
44313.8,307.487017610552
44313.9,278.450707381149
44314,251.132042182879
44314.1,226.454920986813
44314.2,204.791189607241
44314.3,186.129959274198
44314.4,170.231301000499
44314.5,156.738809971636
44314.6,145.254431180089
44314.7,135.389128178066
44314.8,126.799873761524
44314.9,119.123933709754
44315,112.260501984975
44315.1,106.132664736357
44315.2,100.692728124696
44315.3,95.916426091317
44315.4,91.7834869268089
44315.5,88.2681640417708
44315.6,85.3379097323162
44315.7,82.956361949437
44315.8,81.0874971477929
44315.9,79.6990650844167
44316,78.764858874279
44316.1,78.2659455571274
44316.2,78.1912058305603
44316.3,78.5377419775405
44316.4,79.3110132911793
44316.5,80.5252711911066
44316.6,82.2041115339454
44316.7,84.3813682144567
44316.8,87.1023900723605
44316.9,90.4259263950917
44317,94.4262054502645
44317.1,99.1958392478472
44317.2,104.847931037822
44317.3,111.521071801314
44317.4,119.382440819459
44317.5,128.630608727455
44317.6,139.495941649398
44317.7,152.235842663866
44317.8,167.120484403373
44317.9,184.403451257159
44318,204.274992457982
44318.1,226.780439940898
44318.2,251.752394485692
44318.3,278.774196183813
44318.4,307.172832402081
44318.5,335.976408400395
44318.6,364.370457764152
44318.7,390.540118985278
44318.8,414.821593420155
44318.9,437.170920142298
44319,456.664140227316
44319.1,471.718174366003
44319.2,480.301272510309
44319.3,480.537157399089
44319.4,468.220081780088
44319.5,446.836059910431
44319.6,419.306659675679
44319.7,388.522518670111
44319.8,357.282489519053
44319.9,327.762923473825
44320,301.286360378522
44320.1,278.342241534515
44320.2,258.752369229894
44320.3,241.897384745256
44320.4,226.951908740756
44320.5,213.108505869883
44320.6,199.181437301928
44320.7,185.516592525192
44320.8,172.346792770845
44320.9,159.780518670109
44321,148.137273013325
44321.1,137.794014008906
44321.2,128.638663071312
44321.3,120.712016162982
44321.4,113.972245777735
44321.5,108.335242841067
44321.6,103.696804295645
44321.7,99.9435725831476
44321.8,97.1901736502085
44321.9,95.2268570320296
44322,94.0157401439029
44322.1,93.5203685207854
44322.2,93.7289063397582
44322.3,94.7311464022748
44322.4,96.4095562327311
44322.5,98.8735217783537
44322.6,102.330128755738
44322.7,106.618750581873
44322.8,111.941130988747
44322.9,118.458109739865
44323,126.364833040161
44323.1,135.883137101476
44323.2,147.259118115309
44323.3,160.748523138005
44323.4,176.581690927857
44323.5,194.898456408597
44323.6,215.64606558481
44323.7,238.443446345698
44323.8,262.440954148944
44323.9,286.241414879169
44324,307.973411990257
44324.1,325.584934486324
44324.2,337.335017254714
44324.3,340.072250759815
44324.4,336.150619087754
44324.5,327.881528442909
44324.6,317.416101011601
44324.7,306.943277652596
44324.8,298.031666072512
