plotSimWnum,fitSpec
44302,42.8975956670502
44302.1,43.2438214629819
44302.2,43.6678928980053
44302.3,44.1703265501365
44302.4,44.7517000023602
44302.5,45.415605617635
44302.6,46.168500512747
44302.7,46.9972869397995
44302.8,47.8994423781568
44302.9,48.8816118456543
44303,49.9437033829794
44303.1,51.0848116929554
44303.2,52.303506835778
44303.3,53.5977168808497
44303.4,54.9646920014364
44303.5,56.4009426014086
44303.6,57.9022165099998
44303.7,59.4635161735385
44303.8,61.0977599437895
44303.9,62.7640806106515
44304,64.4694328417631
44304.1,66.2091982458909
44304.2,67.9763973122591
44304.3,69.7641395987443
44304.4,71.5657718069432
44304.5,73.3749797487799
44304.6,75.1443332973044
44304.7,76.9064052572178
44304.8,78.6604193712444
44304.9,80.4010225434894
44305,82.1219147915021
44305.1,83.8154692250345
44305.2,85.472421264359
44305.3,87.0816950230987
44305.4,88.6304759700137
44305.5,90.104433290404
44305.6,91.4999398760687
44305.7,92.7898214086102
44305.8,93.9486754746238
44305.9,94.973274283647
44306,95.8537505379647
44306.1,96.5829841962009
44306.2,97.0531463444039
44306.3,97.3418636327207
44306.4,97.4896959009726
44306.5,97.5197096601655
44306.6,97.4281992471316
44306.7,97.2438343920786
44306.8,97.0107317587203
44306.9,96.7099135233723
44307,96.3522894775073
44307.1,95.970037272711
44307.2,95.5772520697949
44307.3,95.1848296279726
44307.4,94.8010464282723
44307.5,94.451334163053
44307.6,94.1247218017296
44307.7,93.795747931934
44307.8,93.4869864730174
44307.9,93.1856099917073
44308,92.8704373822266
44308.1,92.5791646945873
44308.2,92.3132366596527
44308.3,92.0741688098571
44308.4,91.8635084821562
44308.5,91.6827997074253
44308.6,91.5335706218542
44308.7,91.4172740663847
44308.8,91.3351544696873
44308.9,91.2884106381653
44309,91.2782289061044
44309.1,91.2918090574032
44309.2,91.3155455155244
44309.3,91.3804628195943
44309.4,91.4883457625822
44309.5,91.6401783115769
44309.6,91.8359303462805
44309.7,92.0742179830307
44309.8,92.3520815588104
44309.9,92.6647712615795
44310,93.0057145426196
44310.1,93.3666017609458
44310.2,93.7375855572099
44310.3,94.1076697973847
44310.4,94.4651666373021
44310.5,94.7982882365262
44310.6,95.0954843312959
44310.7,95.345941279723
44310.8,95.4832097113254
44310.9,95.5310788933618
44311,95.5106360389183
44311.1,95.4177706360046
44311.2,95.2489232031226
44311.3,95.0006944247296
44311.4,94.6695082806041
44311.5,94.2514024172523
44311.6,93.7419946978421
44311.7,93.1366395937422
44311.8,92.430797059754
44311.9,91.6205281489146
44312,90.7031205365499
44312.1,89.6765756181745
44312.2,88.488986860862
44312.3,87.1559027246797
44312.4,85.7311670512826
44312.5,84.2267655407427
44312.6,82.6568072422214
44312.7,81.0369873755548
44312.8,79.3839859163656
44312.9,77.7148095921144
44313,76.0462379108423
44313.1,74.3941682922686
44313.2,72.7733666798381
44313.3,71.1971504187904
44313.4,69.6772431856645
44313.5,68.2237329510706
44313.6,66.84507390982
44313.7,65.5452689366455
44313.8,64.3332345726552
44313.9,63.2136190102279
44314,62.1900545899316
44314.1,61.2653171631597
44314.2,60.4415593658641
44314.3,59.7204023467232
44314.4,59.1030629997056
44314.5,58.590450726784
44314.6,58.1832534717734
44314.7,57.882002686699
44314.8,57.6871238852331
44314.9,57.5990118885348
44315,57.6179578066099
44315.1,57.7442163834595
44315.2,57.9779847892864
44315.3,58.3193955104884
44315.4,58.7684073855593
44315.5,59.3247906452528
44315.6,59.9880198158625
44315.7,60.7571614673692
44315.8,61.630740234869
44315.9,62.6065806977065
44316,63.6816365187102
44316.1,64.8824640842681
44316.2,66.168496787519
44316.3,67.5137560070481
44316.4,68.9312237288899
44316.5,70.4127798030968
44316.6,71.9461766062494
44316.7,73.5171052999385
44316.8,75.1092275681696
44316.9,76.704255227424
44317,78.2821382490785
44317.1,79.8213802596557
44317.2,81.2994012705751
44317.3,82.6929088237751
44317.4,83.9789707850746
44317.5,85.0945903788262
44317.6,86.0576424196011
44317.7,86.8540178347687
44317.8,87.4692883603491
44317.9,87.8925580530836
44318,88.116953901425
44318.1,88.1306701502357
44318.2,87.8454169869883
44318.3,87.3632258221604
44318.4,86.7044664115748
44318.5,85.8857321528646
44318.6,84.9260841914527
44318.7,83.8461872604873
44318.8,82.6674957511685
44318.9,81.4115080460871
44319,80.0991567655065
44319.1,78.7677722973052
44319.2,77.4037698479006
44319.3,76.034405511063
44319.4,74.6618896195155
44319.5,73.3187315708826
44319.6,72.0180233271581
44319.7,70.7714658228324
44319.8,69.5894601283983
44319.9,68.4811725009158
44320,67.454608713612
44320.1,66.5167006123896
44320.2,65.6733436511822
44320.3,64.9294943762804
44320.4,64.2892268929337
44320.5,63.7558002261742
44320.6,63.3367112485038
44320.7,63.0396048541592
44320.8,62.8396524688711
44320.9,62.7514509790116
44321,62.7755382723966
44321.1,62.9109589479889
44321.2,63.1560527265742
44321.3,63.5083219618533
44321.4,63.9643337801822
44321.5,64.5196905916369
44321.6,65.168834236759
44321.7,65.9049776360352
44321.8,66.7199334235107
44321.9,67.6040860236103
44322,68.5463280695378
44322.1,69.5441295350901
44322.2,70.5822456057267
44322.3,71.6431551914892
44322.4,72.6823378740474
44322.5,73.70360996929
44322.6,74.6929493453134
44322.7,75.6348171027659
44322.8,76.5149418239428
44322.9,77.3207738694292
44323,78.0333026230466
44323.1,78.5889087395192
44323.2,79.0386073254421
44323.3,79.3925447717373
44323.4,79.6525799551178
44323.5,79.8225259542787
44323.6,79.9076473904542
44323.7,79.9142770419037
44323.8,79.8494739560824
44323.9,79.7207846133028
44324,79.5360403011326
44324.1,79.3033377607538
44324.2,79.0345596389685
44324.3,78.7025188344944
44324.4,78.330552850598
44324.5,77.946768249875
44324.6,77.5616159218165
44324.7,77.1868894532939
44324.8,76.8585097651008
44324.9,76.5353186964099
44325,76.2300680938192
44325.1,75.960068990581
44325.2,75.7291483191136
44325.3,75.5392602753618
44325.4,75.3910090127442
44325.5,75.2838784470667
44325.6,75.2164528852487
44325.7,75.1868471641208
44325.8,75.1932847634755
44325.9,75.234327349684
44326,75.3092389539477
44326.1,75.3871768522382
44326.2,75.4891440375605
44326.3,75.6312390988914
44326.4,75.8181850462949
44326.5,76.055417314689
44326.6,76.3487302520403
44326.7,76.703849564799
44326.8,77.1259258957421
44326.9,77.6191843508411
44327,78.1864843715392
44327.1,78.8289660489513
44327.2,79.5457720071898
44327.3,80.3338369938225
44327.4,81.1878031992649
